@RELATION sys_attack
@ATTRIBUTE POS_ONE REAL
@ATTRIBUTE POS_TWO REAL
@ATTRIBUTE POS_THREE REAL
@ATTRIBUTE class {attack, normal}
@DATA
1,1,1,normal
1,1,1,normal
1,1,1,normal
1,1,1,normal
1,1,252,normal
1,252,1,normal
252,1,1,normal
1,1,1,normal
1,1,1,normal
1,1,1,normal
1,1,1,normal
1,1,252,normal
1,252,252,normal
252,252,252,normal
252,252,1,normal
252,1,1,normal
1,1,1,normal
1,1,1,normal
1,1,1,normal
1,1,1,normal
1,1,1,normal
1,1,1,normal
1,1,1,normal
1,1,1,normal
1,1,1,normal
1,1,1,normal
1,1,1,normal
1,1,1,normal
1,1,1,normal
1,1,1,normal
1,1,252,normal
1,252,1,normal
252,1,1,normal
1,1,1,normal
1,1,1,normal
1,1,1,normal
1,1,252,normal
1,252,1,normal
252,1,1,normal
1,1,1,normal
1,1,1,normal
1,1,1,normal
1,1,1,normal
1,1,1,normal
1,1,252,normal
1,252,1,normal
252,1,1,normal
1,1,1,normal
1,1,1,normal
1,1,1,normal
1,1,1,normal
1,1,252,normal
1,252,252,normal
252,252,1,normal
252,1,1,normal
1,1,1,normal
1,1,1,normal
1,1,1,normal
1,1,252,normal
1,252,252,normal
252,252,252,normal
252,252,252,normal
252,252,1,normal
252,1,1,normal
1,1,1,normal
1,1,1,normal
1,1,1,normal
1,1,1,normal
1,1,1,normal
1,1,1,normal
1,1,1,normal
1,1,1,normal
1,1,1,normal
1,1,1,normal
1,1,1,normal
1,1,252,normal
1,252,252,normal
252,252,252,normal
252,252,252,normal
252,252,252,normal
252,252,252,normal
252,252,252,normal
252,252,252,normal
252,252,252,normal
252,252,252,normal
252,252,252,normal
252,252,252,normal
252,252,252,normal
252,252,252,normal
252,252,252,normal
252,252,252,normal
252,252,1,normal
252,1,252,normal
1,252,252,normal
252,252,252,normal
252,252,252,normal
252,252,252,normal
252,252,252,normal
252,252,252,normal
252,252,252,normal
252,252,1,normal
252,1,252,normal
1,252,252,normal
252,252,252,normal
252,252,252,normal
252,252,252,normal
252,252,252,normal
252,252,252,normal
252,252,252,normal
252,252,252,normal
252,252,252,normal
252,252,252,normal
252,252,252,normal
252,252,252,normal
252,252,252,normal
252,252,252,normal
252,252,252,normal
252,252,1,normal
252,1,252,normal
1,252,252,normal
252,252,1,normal
252,1,252,normal
1,252,252,normal
252,252,1,normal
252,1,1,normal
1,1,252,normal
1,252,252,normal
252,252,252,normal
252,252,1,normal
252,1,1,normal
1,1,252,normal
1,252,252,normal
252,252,252,normal
252,252,252,normal
252,252,1,normal
252,1,1,normal
1,1,1,normal
1,1,1,normal
1,1,1,normal
1,1,1,normal
1,1,1,normal
1,1,1,normal
1,1,252,normal
1,252,252,normal
252,252,252,normal
252,252,252,normal
252,252,252,normal
252,252,252,normal
252,252,252,normal
252,252,1,normal
252,1,252,normal
1,252,252,normal
252,252,252,normal
252,252,1,normal
252,1,1,normal
1,1,1,normal
1,1,1,normal
1,1,1,normal
1,1,1,normal
1,1,1,normal
1,1,1,normal
1,1,1,normal
1,1,1,normal
1,1,1,normal
1,1,1,normal
1,1,1,normal
1,1,1,normal
1,1,1,normal
1,1,1,normal
1,1,1,normal
1,1,1,normal
1,1,1,normal
1,1,1,normal
1,1,1,normal
1,1,1,normal
1,1,1,normal
1,1,1,normal
1,1,1,normal
1,1,1,normal
1,1,1,normal
1,1,1,normal
1,1,1,normal
1,1,1,normal
1,1,1,normal
1,1,1,normal
1,1,1,normal
1,1,1,normal
1,1,252,normal
1,252,252,normal
252,252,252,normal
252,252,252,normal
252,252,252,normal
252,252,252,normal
252,252,252,normal
252,252,252,normal
252,252,252,normal
252,252,252,normal
252,252,252,normal
252,252,252,normal
252,252,252,normal
252,252,252,normal
252,252,252,normal
252,252,252,normal
252,252,252,normal
252,252,252,normal
252,252,252,normal
252,252,252,normal
252,252,252,normal
252,252,252,normal
252,252,252,normal
252,252,252,normal
252,252,252,normal
252,252,252,normal
252,252,1,normal
252,1,252,normal
1,252,252,normal
252,252,1,normal
252,1,252,normal
1,252,252,normal
252,252,252,normal
252,252,252,normal
252,252,252,normal
252,252,252,normal
252,252,252,normal
252,252,252,normal
252,252,252,normal
252,252,252,normal
252,252,252,normal
252,252,252,normal
252,252,252,normal
252,252,252,normal
252,252,1,normal
252,1,1,normal
1,1,1,normal
1,1,1,normal
1,1,1,normal
1,1,1,normal
1,1,1,normal
1,1,1,normal
1,1,1,normal
1,1,1,normal
1,1,1,normal
1,1,1,normal
1,1,252,normal
1,252,1,normal
252,1,1,normal
1,1,1,normal
1,1,1,normal
1,1,252,normal
1,252,252,normal
252,252,252,normal
252,252,252,normal
252,252,252,normal
252,252,252,normal
252,252,252,normal
252,252,1,normal
252,1,252,normal
1,252,1,normal
252,1,1,normal
1,1,252,normal
1,252,1,normal
252,1,1,normal
1,1,252,normal
1,252,1,normal
252,1,252,normal
1,252,252,normal
252,252,252,normal
252,252,252,normal
252,252,252,normal
252,252,252,normal
252,252,252,normal
252,252,252,normal
252,252,252,normal
252,252,252,normal
252,252,1,normal
252,1,252,normal
1,252,1,normal
252,1,1,normal
1,1,252,normal
1,252,1,normal
252,1,252,normal
1,252,252,normal
252,252,252,normal
252,252,1,normal
252,1,252,normal
1,252,252,normal
252,252,252,normal
252,252,1,normal
252,1,1,normal
1,1,252,normal
1,252,252,normal
252,252,252,normal
252,252,252,normal
252,252,252,normal
252,252,252,normal
252,252,252,normal
252,252,252,normal
252,252,252,normal
252,252,252,normal
252,252,252,normal
252,252,252,normal
252,252,252,normal
252,252,252,normal
252,252,1,normal
252,1,1,normal
1,1,252,normal
54,175,120,normal
175,120,175,normal
120,175,175,normal
175,175,3,normal
175,3,175,normal
3,175,175,normal
175,175,120,normal
175,120,175,normal
120,175,120,normal
175,120,175,normal
120,175,120,normal
175,120,175,normal
120,175,175,normal
175,175,120,normal
175,120,175,normal
120,175,3,normal
175,3,3,normal
3,3,3,normal
3,3,175,normal
3,175,120,normal
175,120,175,normal
120,175,175,normal
175,175,175,normal
175,175,7,normal
175,7,3,normal
7,3,3,normal
3,3,175,normal
3,175,120,normal
175,120,175,normal
120,175,7,normal
175,7,175,normal
7,175,7,normal
175,7,119,normal
7,119,174,normal
119,174,54,normal
174,54,3,normal
54,3,3,normal
3,3,175,normal
3,175,175,normal
175,175,3,normal
175,3,120,normal
3,120,175,normal
120,175,175,normal
175,175,120,normal
175,120,175,normal
120,175,120,normal
175,120,120,normal
120,120,175,normal
120,175,175,normal
175,175,54,normal
175,54,140,normal
54,140,3,normal
140,3,175,normal
3,175,120,normal
175,120,175,normal
120,175,175,normal
175,175,175,normal
175,175,175,normal
175,175,175,normal
175,175,174,normal
175,174,7,normal
174,7,175,normal
7,175,7,normal
175,7,119,normal
7,119,3,normal
119,3,3,normal
3,3,175,normal
3,175,3,normal
175,3,175,normal
3,175,175,normal
175,175,120,normal
175,120,175,normal
120,175,7,normal
175,7,175,normal
7,175,3,normal
175,3,175,normal
3,175,120,normal
175,120,175,normal
120,175,175,normal
175,175,54,normal
175,54,7,normal
54,7,174,normal
7,174,3,normal
174,3,175,normal
3,175,120,normal
175,120,7,normal
120,7,175,normal
7,175,175,normal
175,175,120,normal
175,120,175,normal
120,175,175,normal
175,175,3,normal
175,3,175,normal
3,175,120,normal
175,120,175,normal
120,175,3,normal
175,3,3,normal
3,3,120,normal
3,120,175,normal
120,175,120,normal
175,120,175,normal
120,175,175,normal
175,175,7,normal
175,7,54,normal
7,54,175,normal
54,175,120,normal
175,120,175,normal
120,175,7,normal
175,7,175,normal
7,175,7,normal
175,7,119,normal
7,119,174,normal
119,174,54,normal
174,54,3,normal
54,3,120,normal
3,120,175,normal
120,175,175,normal
175,175,120,normal
175,120,54,normal
120,54,3,normal
54,3,120,normal
3,120,175,normal
120,175,175,normal
175,175,54,normal
175,54,140,normal
54,140,175,normal
140,175,175,normal
175,175,174,normal
175,174,54,normal
174,54,175,normal
54,175,120,normal
175,120,175,normal
120,175,175,normal
175,175,54,normal
175,54,140,normal
6,11,45,normal
11,45,33,normal
45,33,192,normal
33,192,33,normal
192,33,5,normal
33,5,197,normal
5,197,192,normal
197,192,6,normal
192,6,33,normal
6,33,5,normal
33,5,3,normal
5,3,197,normal
3,197,192,normal
197,192,192,normal
192,192,6,normal
192,6,33,normal
6,33,5,normal
33,5,3,normal
5,3,197,normal
3,197,192,normal
197,192,192,normal
192,192,6,normal
192,6,33,normal
6,33,5,normal
33,5,3,normal
5,3,197,normal
3,197,192,normal
197,192,192,normal
192,192,192,normal
192,192,6,normal
192,6,33,normal
6,33,5,normal
33,5,3,normal
5,3,197,normal
3,197,192,normal
197,192,192,normal
192,192,6,normal
192,6,33,normal
6,33,5,normal
33,5,3,normal
5,3,197,normal
3,197,192,normal
197,192,192,normal
192,192,192,normal
192,192,6,normal
192,6,33,normal
6,33,5,normal
33,5,3,normal
5,3,197,normal
3,197,192,normal
197,192,192,normal
192,192,6,normal
192,6,33,normal
6,33,5,normal
33,5,3,normal
5,3,197,normal
3,197,192,normal
197,192,192,normal
192,192,192,normal
192,192,6,normal
192,6,192,normal
6,192,192,normal
192,192,243,normal
192,243,125,normal
243,125,125,normal
125,125,125,normal
125,125,125,normal
125,125,125,normal
125,125,125,normal
125,125,125,normal
125,125,125,normal
125,125,125,normal
125,125,91,normal
125,91,258,normal
91,258,311,normal
258,311,240,normal
311,240,240,normal
240,240,174,normal
240,174,174,normal
174,174,175,normal
174,175,191,normal
175,191,122,normal
191,122,268,normal
122,268,45,normal
268,45,45,normal
45,45,5,normal
45,5,197,normal
5,197,192,normal
197,192,3,normal
192,3,3,normal
3,3,6,normal
3,6,91,normal
6,91,5,normal
91,5,197,normal
5,197,192,normal
197,192,3,normal
192,3,3,normal
3,3,6,normal
3,6,91,normal
6,91,201,normal
91,201,54,normal
201,54,195,normal
54,195,196,normal
195,196,196,normal
196,196,38,normal
196,38,6,normal
38,6,6,normal
6,6,6,normal
7,174,174,normal
174,174,5,normal
174,5,197,normal
5,197,197,normal
197,197,6,normal
197,6,13,normal
6,13,195,normal
13,195,4,normal
195,4,4,normal
4,4,118,normal
4,118,6,normal
118,6,91,normal
6,91,38,normal
91,38,5,normal
38,5,3,normal
5,3,194,normal
3,194,118,normal
194,118,6,normal
118,6,91,normal
6,91,38,normal
91,38,5,normal
38,5,118,normal
5,118,6,normal
118,6,5,normal
6,5,118,normal
5,118,6,normal
118,6,221,normal
6,221,4,normal
221,4,13,normal
4,13,195,normal
13,195,118,normal
195,118,6,normal
118,6,91,normal
6,91,38,normal
91,38,118,normal
38,118,6,normal
118,6,5,normal
6,5,4,normal
5,4,118,normal
4,118,6,normal
118,6,91,normal
6,91,38,normal
91,38,118,normal
38,118,120,normal
118,120,7,normal
120,7,174,normal
7,174,174,normal
174,174,5,normal
174,5,197,normal
5,197,197,normal
197,197,6,normal
197,6,13,normal
6,13,195,normal
13,195,4,normal
195,4,4,normal
4,4,4,normal
4,4,194,normal
4,194,118,normal
194,118,6,normal
118,6,91,normal
6,91,38,normal
91,38,5,normal
38,5,118,normal
5,118,6,normal
118,6,5,normal
6,5,221,normal
5,221,221,normal
221,221,197,normal
221,197,192,normal
197,192,4,normal
192,4,4,normal
4,4,140,normal
4,140,5,normal
140,5,6,normal
5,6,118,normal
6,118,6,normal
118,6,221,normal
6,221,4,normal
221,4,195,normal
4,195,118,normal
195,118,6,normal
118,6,91,normal
6,91,38,normal
91,38,118,normal
38,118,118,normal
118,118,6,normal
118,6,91,normal
6,91,38,normal
91,38,118,normal
38,118,6,normal
118,6,4,normal
6,4,120,normal
4,120,174,normal
120,174,7,normal
174,7,174,normal
7,174,174,normal
174,174,5,normal
174,5,197,normal
5,197,118,normal
197,118,6,normal
118,6,91,normal
6,91,38,normal
91,38,118,normal
38,118,6,normal
118,6,5,normal
6,5,221,normal
5,221,4,normal
221,4,5,normal
4,5,118,normal
5,118,6,normal
118,6,91,normal
6,91,38,normal
91,38,118,normal
38,118,6,normal
118,6,5,normal
6,5,4,normal
5,4,118,normal
4,118,6,normal
118,6,91,normal
6,91,38,normal
91,38,5,normal
38,5,118,normal
5,118,6,normal
118,6,5,normal
6,5,4,normal
5,4,120,normal
4,120,174,normal
120,174,7,normal
174,7,174,normal
7,174,174,normal
174,174,5,normal
174,5,197,normal
5,197,197,normal
197,197,6,normal
197,6,13,normal
6,13,195,normal
13,195,4,normal
195,4,4,normal
4,4,118,normal
4,118,38,normal
118,38,118,normal
38,118,6,normal
118,6,5,normal
6,5,4,normal
5,4,4,normal
4,4,13,normal
4,13,195,normal
13,195,4,normal
195,4,118,normal
4,118,6,normal
118,6,91,normal
6,91,38,normal
91,38,5,normal
38,5,118,normal
5,118,6,normal
118,6,5,normal
6,5,4,normal
5,4,120,normal
4,120,174,normal
120,174,174,normal
174,174,174,normal
174,174,174,normal
174,174,174,normal
174,174,174,normal
174,174,174,normal
174,174,174,normal
174,174,221,normal
174,221,221,normal
221,221,221,normal
221,221,221,normal
221,221,221,normal
221,221,221,normal
221,221,221,normal
221,221,221,normal
221,221,221,normal
221,221,221,normal
221,221,221,normal
221,221,221,normal
221,221,221,normal
221,221,221,normal
221,221,221,normal
221,221,221,normal
221,221,221,normal
221,221,221,normal
221,221,221,normal
221,221,221,normal
221,221,221,normal
221,221,221,normal
221,221,221,normal
221,221,221,normal
221,221,221,normal
221,221,221,normal
221,221,221,normal
221,221,221,normal
221,221,221,normal
221,221,221,normal
221,221,221,normal
221,221,221,normal
221,221,221,normal
221,221,221,normal
221,221,221,normal
221,221,221,normal
221,221,66,normal
221,66,54,normal
66,54,6,normal
54,6,63,normal
6,63,63,normal
63,63,63,normal
63,63,6,normal
63,6,6,normal
6,6,12,normal
6,12,54,normal
12,54,221,normal
54,221,221,normal
221,221,3,normal
221,3,221,normal
3,221,11,normal
221,11,45,normal
11,45,33,normal
45,33,192,normal
33,192,33,normal
192,33,5,normal
33,5,197,normal
5,197,192,normal
197,192,6,normal
192,6,33,normal
6,33,5,normal
33,5,3,normal
5,3,197,normal
3,197,192,normal
197,192,192,normal
192,192,6,normal
192,6,33,normal
6,33,5,normal
33,5,3,normal
5,3,197,normal
3,197,192,normal
197,192,192,normal
192,192,192,normal
192,192,6,normal
192,6,33,normal
6,33,5,normal
33,5,3,normal
5,3,197,normal
3,197,192,normal
197,192,192,normal
192,192,192,normal
192,192,6,normal
192,6,192,normal
6,192,243,normal
192,243,125,normal
243,125,125,normal
125,125,125,normal
125,125,125,normal
125,125,125,normal
125,125,91,normal
125,91,268,normal
91,268,45,normal
268,45,45,normal
45,45,5,normal
45,5,197,normal
5,197,192,normal
197,192,3,normal
192,3,3,normal
3,3,6,normal
3,6,91,normal
6,91,5,normal
91,5,197,normal
5,197,192,normal
197,192,192,normal
192,192,6,normal
192,6,60,normal
6,60,5,normal
60,5,221,normal
5,221,220,normal
221,220,220,normal
220,220,6,normal
220,6,5,normal
6,5,197,normal
5,197,192,normal
197,192,3,normal
192,3,3,normal
3,3,6,normal
3,6,91,normal
6,91,5,normal
91,5,5,normal
5,5,197,normal
5,197,192,normal
197,192,3,normal
192,3,3,normal
3,3,6,normal
3,6,91,normal
6,91,5,normal
91,5,5,normal
5,5,5,normal
5,5,5,normal
5,5,221,normal
5,221,221,normal
221,221,199,normal
221,199,201,normal
199,201,33,normal
201,33,5,normal
33,5,221,normal
5,221,221,normal
221,221,221,normal
221,221,5,normal
221,5,197,normal
5,197,192,normal
197,192,3,normal
192,3,45,normal
3,45,45,normal
45,45,45,normal
45,45,45,normal
45,45,45,normal
45,45,45,normal
45,45,45,normal
45,45,45,normal
45,45,45,normal
45,45,45,normal
45,45,45,normal
45,45,45,normal
45,45,45,normal
45,45,45,normal
45,45,45,normal
45,45,45,normal
45,45,45,normal
45,45,45,normal
45,45,45,normal
45,45,91,normal
45,91,6,normal
91,6,5,normal
6,5,220,normal
5,220,220,normal
220,220,6,normal
220,6,5,normal
6,5,221,normal
5,221,221,normal
221,221,197,normal
221,197,192,normal
197,192,4,normal
192,4,4,normal
4,4,140,normal
4,140,5,normal
140,5,197,normal
5,197,192,normal
197,192,3,normal
192,3,3,normal
3,3,6,normal
3,6,91,normal
6,91,5,normal
91,5,221,normal
5,221,221,normal
221,221,221,normal
221,221,195,normal
221,195,221,normal
195,221,5,normal
221,5,3,normal
5,3,3,normal
3,3,6,normal
3,6,195,normal
6,195,195,normal
195,195,195,normal
195,195,195,normal
195,195,195,normal
195,195,195,normal
195,195,195,normal
195,195,195,normal
195,195,195,normal
195,195,195,normal
195,195,195,normal
195,195,195,normal
195,195,195,normal
195,195,195,normal
195,195,195,normal
195,195,195,normal
195,195,195,normal
195,195,195,normal
195,195,195,normal
195,195,195,normal
195,195,195,normal
195,195,195,normal
195,195,195,normal
195,195,195,normal
195,195,195,normal
195,195,195,normal
195,195,195,normal
195,195,195,normal
195,195,195,normal
195,195,195,normal
195,195,195,normal
195,195,195,normal
195,195,195,normal
195,195,195,normal
195,195,195,normal
195,195,195,normal
195,195,5,normal
195,5,197,normal
5,197,192,normal
197,192,197,normal
192,197,140,normal
197,140,221,normal
140,221,221,normal
221,221,13,normal
221,13,5,normal
13,5,197,normal
5,197,197,normal
197,197,192,normal
197,192,3,normal
192,3,140,normal
3,140,3,normal
140,3,6,normal
3,6,91,normal
6,91,4,normal
91,4,5,normal
4,5,221,normal
5,221,221,normal
221,221,197,normal
221,197,192,normal
197,192,3,normal
192,3,3,normal
3,3,4,normal
3,4,13,normal
4,13,195,normal
13,195,4,normal
195,4,4,normal
4,4,5,normal
4,5,13,normal
5,13,195,normal
13,195,4,normal
195,4,4,normal
4,4,4,normal
4,4,194,normal
4,194,118,normal
194,118,6,normal
118,6,91,normal
6,91,38,normal
91,38,5,normal
38,5,45,normal
5,45,118,normal
45,118,45,normal
118,45,6,normal
45,6,5,normal
6,5,221,normal
5,221,221,normal
221,221,197,normal
221,197,192,normal
197,192,4,normal
192,4,4,normal
4,4,140,normal
4,140,13,normal
140,13,4,normal
13,4,194,normal
4,194,118,normal
194,118,6,normal
118,6,91,normal
6,91,38,normal
91,38,118,normal
38,118,6,normal
118,6,5,normal
6,5,221,normal
5,221,118,normal
221,118,6,normal
118,6,91,normal
6,91,38,normal
91,38,5,normal
38,5,118,normal
5,118,6,normal
118,6,5,normal
6,5,221,normal
5,221,4,normal
221,4,4,normal
4,4,4,normal
4,4,4,normal
4,4,4,normal
